Step,Value
1180,0.09242897238784499
1190,0.08521979506299343
1200,0.10258614259126414
1210,0.0916429634053333
1220,0.08654438991198936
1230,0.0794886252087603
1240,0.08885148522078122
1250,0.09230165931876755
1260,0.09101358319622097
1270,0.08740588203575754
1280,0.07775626529435875
1290,0.06982545909090318
1300,0.0916218333272433
1310,0.08043373792410408
1320,0.09264016542518573
1330,0.10229550932478679
1340,0.1372193561438422
1350,0.12016852860422388
1360,0.10711756686424947
1370,0.10705177624073997
1380,0.09523418886651862
1390,0.08337520799747833
1400,0.07331739023779797
1410,0.06485107175644957
1420,0.06718062000787471
1430,0.0622480754228312
1440,0.05851818298758035
1450,0.0612054328038476
1460,0.06469036647946187
1470,0.05689311109860704
1480,0.06053665946372321
1490,0.07125215053439911
1500,0.07602071833509862
1510,0.07227828563366195
1520,0.06283086232291442
1530,0.05616869368309542
1540,0.04954039814503541
1550,0.05727883972790656
1560,0.050194558286237666
1570,0.04549063470565553
1580,0.05957861386351569
1590,0.06587734119316803
1600,0.059540762024996044
1610,0.05470663258452789
1620,0.0506399656997784
1630,0.0467186687207882
1640,0.041308606678661174
1650,0.05889328148191571
1660,0.06345695905180365
1670,0.05511472477960439
1680,0.06475995159427994
1690,0.05976900706528199
1700,0.052277011298763616
1710,0.09315245770422984
1720,0.1006276767408561
1730,0.08772628474358266
1740,0.0781316759477557
1750,0.07964944858818512
1760,0.06974787728536995
1770,0.06329620613720557
1780,0.07962515377955198
1790,0.06908864637576616
1800,0.05981461238174254
1810,0.08957409090411983
1820,0.0770897680781332
1830,0.06601310592122278
1840,0.08126754262092999
1850,0.07022210650977291
1860,0.0611903269026307
1870,0.09881603907481668
1880,0.08553379339273236
1890,0.0746753983492766
1900,0.07282820312935581
1910,0.06998872283542852
1920,0.06121189191865916
1930,0.05473155752508636
1940,0.04704735804930803
1950,0.04083479255373433
1960,0.03561877100114904
1970,0.057681551130395636
1980,0.05012509025038707
1990,0.04784507430956973
2000,0.043605653899523436
2010,0.046623519250721626
2020,0.04311074764591978
2030,0.03944003441336897
2040,0.035755949016836035
2050,0.031181877133213215
2060,0.03303080348712039
2070,0.02904192126056112
2080,0.025357973464543358
2090,0.030513678098700966
2100,0.027014802882308907
2110,0.02363631759171672
2120,0.020648662139696274
2130,0.019338429278397594
2140,0.018386343380137712
2150,0.016955870758767692
2160,0.03282925249694229
2170,0.03405002005224103
2180,0.032152584793428314
2190,0.02789077943754273
2200,0.024823176048827823
2210,0.02144827952507909
2220,0.019027975538822108
2230,0.016553472716146985
2240,0.014739287448678551
2250,0.01351827250901959
2260,0.013620598981146877
2270,0.012246702401797111
2280,0.011780735001580035
2290,0.010445925318969982
2300,0.010492760752844457
2310,0.009186030420587955
2320,0.010437978152421637
2330,0.010854326603203412
2340,0.00949236003536084
2350,0.008588067797634838
2360,0.00777167607510265
2370,0.008391059933002293
2380,0.007469143344174996
2390,0.006650931628773111
2400,0.006355458441769156
2410,0.022517315399533326
2420,0.02552956250717535
2430,0.02580930810470134
2440,0.022471564194599166
2450,0.019391294920328726
2460,0.018766841404935668
2470,0.016222110337322758
2480,0.01429565976496531
2490,0.018770466207172418
2500,0.01628888494263098
2510,0.014253712887729251
2520,0.012426416691035318
2530,0.010834340774522964
2540,0.009565780406177771
2550,0.008490329353246711
2560,0.007411991122363586
2570,0.03581493435159206
2580,0.030795780193573707
2590,0.0263932071785147
2600,0.02275244337926435
2610,0.01950042000630109
2620,0.01672282485699472
2630,0.032795565011654745
2640,0.043389501353275066
2650,0.039833973698959343
2660,0.0340597750993309
2670,0.02969798285901317
2680,0.030220928919998842
2690,0.025936126373991203
2700,0.022850513173507756
2710,0.038931804653368436
2720,0.0382008017032422
2730,0.032706089992296274
2740,0.028044185988233324
2750,0.02427901393106278
2760,0.024114592185031293
2770,0.02142660996700255
2780,0.018658616186948505
2790,0.0164906435564221
2800,0.014263774489542035
2810,0.012455157145761609
2820,0.010755755453475005
2830,0.010346096015763813
2840,0.018822925357295725
2850,0.016976758348974195
2860,0.014672787817148085
2870,0.021899226364546574
2880,0.01884324212719552
2890,0.016215614784480328
2900,0.013934263052953299
2910,0.011999566548120044
2920,0.011974377745482725
2930,0.010732293940563391
2940,0.009335774873130006
2950,0.008130816509592145
2960,0.0070651707120015905
2970,0.006190485408622373
2980,0.005479672206551428
2990,0.004842275237186756
3000,0.004244590577356423
3010,0.0037337512377317197
3020,0.003349122903039369
3030,0.003033293163872526
3040,0.002692686463080099
3050,0.002411217394451214
3060,0.0022205524320730824
3070,0.0019991209878553818
3080,0.0021341640907451896
3090,0.00193175269010033
3100,0.001760579187830398
3110,0.0018916889859101108
3120,0.0017125239082109722
3130,0.001615558623447222
3140,0.0015724235527694941
3150,0.0014418635457787525
3160,0.001340990527126051
3170,0.001246593866849868
3180,0.0011540185441466066
3190,0.001075865961651813
3200,0.001089097874273548
3210,0.00769471679565632
3220,0.006685312800325206
3230,0.005806594869305355
3240,0.00503302347033045
3250,0.004402256227170409
3260,0.0038211681287882064
3270,0.003335862076797856
3280,0.002925461937031107
3290,0.003726082491561585
3300,0.0032443640932759556
3310,0.0028401963471892254
3320,0.002503162590224977
3330,0.0022303899848714675
3340,0.0020104512190438238
3350,0.001790404808846552
3360,0.0016054753646039196
3370,0.0014469352917935196
3380,0.0015135386013493818
3390,0.0013713997264683247
3400,0.0012999164473000168
3410,0.0011934329369997529
3420,0.001098004570050559
3430,0.0010101223507294984
3440,0.0009629240474059624
3450,0.002431923569720117
3460,0.002145965157209792
3470,0.0018960251108011748
3480,0.0016816717029532764
3490,0.0015136065477910467
3500,0.001361819409883559
3510,0.0012414728184770138
3520,0.0011260085695183279
3530,0.0010338542247033716
3540,0.0009482274230901511
3550,0.0008728876024580493
3560,0.0008860784931562364
3570,0.000816127105459046
3580,0.0007614874614465246
3590,0.0007248874711205371
3600,0.0006844612733650541
3610,0.0006491602321176813
3620,0.0006361595522118332
3630,0.000606092112376274
3640,0.0005799894060163539
3650,0.0005541632420468841
3660,0.0005365561812769609
3670,0.0005272854034308147
3680,0.0005086317027184386
3690,0.0004989093750603066
3700,0.0005210348246896273
3710,0.0005952111916386491
3720,0.0005763106774436329
3730,0.0005584749824280401
3740,0.0005396668374045323
3750,0.0005212659260211474
3760,0.0005118657576532535
